x1,x2,x3,y
3.745401188473625,9.404585843529143,6.293986381352625,-7.4863783341645105
9.50714306409916,9.539285770025874,6.957486889846171,9.287180416853655
7.319939418114051,9.148643902204485,4.545410647677732,4.8303125115929895
5.986584841970366,3.7015870025544437,6.275580800840634,10.811001364103424
1.5601864044243652,0.15456616528867428,5.843143119231002,4.709029544770949
1.5599452033620265,9.283185625877254,9.01158010490989,-14.298412607790894
0.5808361216819946,4.281841483173143,0.4544638034145787,-7.308780825372796
8.661761457749352,9.666548190436696,2.809631895922303,6.219629804555043
6.011150117432088,9.636199770892528,9.504114840765588,-0.8444970471104957
7.080725777960454,8.530094554673601,8.902637838909163,3.7610037437138994
0.20584494295802447,2.944488920695857,4.55656752785713,-4.981668155621228
9.699098521619943,3.8509772860192526,6.201325978015367,23.47074179146676
8.324426408004218,8.511366715168569,2.7738118298113266,8.821670497107208
2.1233911067827616,3.1692200515627764,1.881211597237613,-0.29429031494510977
1.8182496720710062,1.6949274668609249,4.636984049399821,3.266108004655113
1.8340450985343382,5.568012624583502,3.533522280260528,-6.04196532658554
3.0424224295953772,9.36154774160781,5.836561118508721,-11.63395272960734
5.247564316322379,6.96029796674973,0.7773463696498484,0.8140107045502722
4.319450186421157,5.700611700893649,9.743948076661665,-0.31366476354968187
2.9122914019804194,0.9717649377076854,9.86210744479603,6.44183084648458
6.118528947223795,6.150072266991698,6.981617140197452,6.073860686877541
1.3949386065204183,9.900538501042632,5.360963663441204,-13.939823870248727
2.9214464853521815,1.4008401523652403,3.0952761628632777,6.289586525090227
3.663618432936917,5.183296523637368,8.137950197069486,0.4051617227271508
4.56069984217036,8.773730719279554,6.847311725538793,-3.035956330864539
7.851759613930136,7.407686177542044,1.626169393448913,6.528771177698438
1.9967378215835974,6.97015740995268,9.109271844938425,-7.7144867970460025
5.142344384136116,7.024840839871093,8.22537242923169,2.1482166665531297
5.924145688620425,3.5949115121975517,9.49799913291924,9.104027795686331
0.46450412719997725,2.9359184426449336,7.2571950838836,-3.3345704604830066
6.075448519014383,8.093611554785136,6.134151959357899,2.3776188549672916
1.7052412368729153,8.101133946791808,4.182430362906189,-11.501832096865673
